firm_id,symbol,year,fiscal_date,DPS,total_dividends,DPS_lag1,DPS_lag2,total_assets,total_equity,total_debt,market_cap,enterprise_value,log_assets,log_market_cap,debt_to_assets,debt_to_equity,net_debt,net_debt_to_assets,cash_and_equivalents,cash_to_assets,current_assets,current_liabilities,current_ratio,asset_growth,stock_return_1y,stock_vol_1y,beta_to_sp500,beta_to_ust10y,ESGScore,environmentalScore,socialScore,governanceScore,ESGRiskRating,industryRank,delta_ESG
AGNC,AGNC,2018,2018-12-31,2.16,952776000.0000001,2.16,2.3200000000000003,109241000000.0,9906000000.0,275000000.0,7736894000.0,7090894000.0,25.416822287666005,22.769266152019206,0.0025173698519786528,0.027760952957803352,-646000000.0,-0.0059135306341025805,921000000.0,0.008430900486081232,22734000000.0,99060000000.0,0.22949727437916415,0.5522479254291236,-0.14810540367637692,0.008611156851832346,0.2984669463646292,0.0028080355896072814,50.54,44.49,50.97,56.15,B-,54 out of 54,0.1700000000000017
AGNC,AGNC,2019,2019-12-31,2.02,1092012000.0,2.16,2.16,113082000000.0,11041000000.0,98953000000.0,9557808000.0,8954808000.0,25.451379056208957,22.98062424901612,0.87505526962735,8.962322253419075,97671000000.0,0.8637183636653049,1282000000.0,0.011336905962045242,0.0,99385000000.0,0.0,0.035160791278000016,0.00795007026546024,0.008150624840880704,0.32440298577106064,0.00580033676727765,51.04,46.42,50.99,55.72,B-,72 out of 73,0.5
AGNC,AGNC,2020,2020-12-31,1.6,882560000.0,2.02,2.16,81817000000.0,11079000000.0,64270000000.0,8604960000.0,7764960000.0,25.127750882923586,22.87560461813891,0.7855335688182162,5.801065078075639,61946000000.0,0.7571287140814256,2324000000.0,0.028404854736790643,0.0,70559000000.0,0.0,-0.2764807838559629,-0.1308033158302675,0.03169484817852668,0.7906777294745732,0.018224743747795324,51.97,49.45,50.63,55.82,B-,50 out of 51,0.9299999999999997
AGNC,AGNC,2021,2021-12-31,1.43718,758974758.0,1.6,2.02,68149000000.0,10291000000.0,57204000000.0,7942624000.0,7070624000.0,24.94496232146699,22.795509536198857,0.8393960292887643,5.558643474880964,55679000000.0,0.8170185916154309,1525000000.0,0.02237743767333343,0.0,57646000000.0,0.0,-0.16705574636078077,-0.03655759573379758,0.010915780555223768,0.6240567538350043,0.004247725679033191,51.5,48.36,50.86,55.29,,,-0.46999999999999886
AGNC,AGNC,2022,2022-12-31,1.44,773280000.0,1.43718,1.6,51748000000.0,7870000000.0,42891000000.0,5557950000.0,4634950000.0,24.669651621002068,22.438495172184517,0.8288436268068331,5.449936467598476,40557000000.0,0.7837404344129242,2334000000.0,0.04510319239390894,0.0,43684000000.0,0.0,-0.24066383952809287,-0.38496658655982374,0.02232481335240689,0.8479729215052272,0.0030192645961737595,51.34,48.02,51.04,54.98,B-,61 out of 61,-0.1599999999999966
AGNC,AGNC,2023,2023-12-31,1.44,890496000.0,1.44,1.43718,71596000000.0,8257000000.0,80000000.0,6066504000.0,5628504000.0,24.994305043430664,22.52604832881476,0.0011173808592658807,0.009688748940293085,-438000000.0,-0.006117660204480698,518000000.0,0.007235041063746578,0.0,0.0,,0.3835510551132411,-0.04289934603409007,0.01841455456962791,1.094391086244281,-0.07363547134927557,50.68,46.66,50.79,54.58,B-,48 out of 49,-0.6600000000000037
AGNC,AGNC,2024,2024-12-31,0.84,658056000.0,1.44,1.44,88015000000.0,9762000000.0,64000000.0,7215114000.0,6774114000.0,25.200773091444347,22.69944382946322,0.0007271487814577061,0.006556033599672198,-441000000.0,-0.0050105095722320055,505000000.0,0.005737658353689712,0.0,0.0,,0.22932845410358121,0.048953043883123826,0.013138172441667753,0.14890829958191804,0.11140308051759044,50.58,46.26,50.88,54.61,B-,,-0.10000000000000142
AIRS,AIRS,2019,2019-12-31,,,,,171502000.0,120391000.0,45101000.0,884122047.0,924095047.0,18.96010548630985,20.600105673289402,0.2629765250551014,0.374621026488691,39973000.0,0.23307599911371296,5128000.0,0.02990052594138844,6587000.0,8353000.0,0.7885789536693404,,,,,,,,,,,,
AIRS,AIRS,2020,2020-12-31,,,,,179610000.0,123676000.0,49767000.0,884122047.0,923510047.0,19.006298391569644,20.600105673289402,0.27708368130950395,0.4023982017529674,39388000.0,0.21929736651634096,10379000.0,0.057786314793162964,11563000.0,9457000.0,1.2226921856825632,0.04727641660155567,,,,,,,,,,,
AIRS,AIRS,2021,2021-12-31,,,,,200554000.0,83528000.0,100583000.0,956454247.0,1031690247.0,19.11659409513227,20.67874351193156,0.5015257736071083,1.2041830284455513,75236000.0,0.3751408598183033,25347000.0,0.126384913788805,29440000.0,16415000.0,1.793481571733171,0.11660820667000724,0.07863783884613351,0.057760780487160115,3.175868481274118,0.05125991917923654,60.11,61.43,57.37,61.53,,,
AIRS,AIRS,2022,2022-12-31,0.41,22830727.41,,,200759000.0,70766000.0,107646000.0,206033393.0,304063393.0,19.117615741666675,19.143548815558503,0.5361951394458032,1.5211542266059972,98030000.0,0.48829691321435154,9616000.0,0.04789822623145164,16676000.0,22318000.0,0.7471995698539295,0.0010221685929973972,-1.5814832283122628,0.055061830619781475,1.8246560313270859,0.15743941061825506,60.64,60.54,59.31,62.08,B,33 out of 48,0.5300000000000011
AIRS,AIRS,2023,2023-12-31,,,0.41,,204019000.0,83992000.0,99668000.0,425273159.0,514679159.0,19.133723684726387,19.86824224748694,0.48852312774790585,1.186636822554529,89406000.0,0.43822389091212094,10262000.0,0.050299236835784904,15961000.0,20315000.0,0.7856756091557963,0.016238375365487973,0.8661663446915866,0.04902509954508341,1.5221939095500425,0.2120124772943363,58.99,60.55,56.82,59.61,B,45 out of 57,-1.6499999999999986
AIRS,AIRS,2024,2024-12-31,,,,0.41,209996000.0,79290000.0,105053000.0,299405910.0,396223910.0,19.162599040881286,19.51731076923394,0.5002619097506619,1.3249211754319585,96818000.0,0.461046877083373,8235000.0,0.0392150326672889,17117000.0,28609000.0,0.5983082246845398,0.029296291031717634,-0.058014395060628,0.049541592696592474,0.7022583986172635,0.14387066400486911,60.36,61.83,59.31,59.95,B,,1.3699999999999974
ALNT,ALNT,1985,1986-06-30,,,,,35700000.0,13400000.0,13000000.0,,,17.39066124674987,,0.3641456582633053,0.9701492537313433,12500000.0,0.35014005602240894,500000.0,0.014005602240896359,14600000.0,8400000.0,1.7380952380952381,,-0.3784363046317809,0.02532068641784477,-0.0749299859952162,-0.014854717309202556,,,,,,,
ALNT,ALNT,1986,1987-06-30,,,,,41900000.0,14500000.0,14700000.0,36009375.0,48509375.0,17.550796384892365,17.399289879184515,0.35083532219570407,1.013793103448276,10900000.0,0.26014319809069214,3800000.0,0.09069212410501193,21300000.0,8700000.0,2.4482758620689653,0.17366946778711484,0.14841985985881156,0.03955980781336435,0.2920001643757175,-0.0038489307560250893,,,,,,,
ALNT,ALNT,1987,1988-06-30,,,,,36800000.0,10900000.0,13700000.0,41580881.0,52480881.0,17.421008403139158,17.543151028240864,0.37228260869565216,1.2568807339449541,9400000.0,0.2554347826086957,4300000.0,0.11684782608695653,18000000.0,9600000.0,1.875,-0.12171837708830549,-1.0826120118377955,0.0587562584088038,0.7289894486990607,-0.006194798044945514,,,,,,,
ALNT,ALNT,1988,1989-06-30,,,,,32500000.0,9600000.0,11200000.0,15780000.0,25180000.0,17.296750647299966,16.574253873382002,0.3446153846153846,1.1666666666666667,3500000.0,0.1076923076923077,7700000.0,0.23692307692307693,18400000.0,7600000.0,2.4210526315789473,-0.11684782608695653,0.5389965007326871,0.05231173520750205,0.5058942154370181,0.0645025206026595,,,,,,,
ALNT,ALNT,1989,1990-06-30,,,,,30900000.0,8900000.0,9400000.0,27692307.0,31192307.0,17.246266741867974,17.13666520695289,0.3042071197411003,1.0561797752808988,1200000.0,0.038834951456310676,8200000.0,0.26537216828478966,19000000.0,6500000.0,2.923076923076923,-0.04923076923076923,-0.2513145711380591,0.059522131202378724,0.033800484638827503,-0.0013039673358891436,,,,,,,
ALNT,ALNT,1990,1991-06-30,,,,,35400000.0,10200000.0,10100000.0,23863637.0,25063637.0,17.382222378104004,16.98786639386425,0.2853107344632768,0.9901960784313726,-400000.0,-0.011299435028248588,10500000.0,0.2966101694915254,28000000.0,11000000.0,2.5454545454545454,0.14563106796116504,-0.3877655986779483,0.06269881297716964,0.6379473070930104,-0.0374628419271956,,,,,,,
ALNT,ALNT,1991,1992-06-30,,,,,33600000.0,10400000.0,8600000.0,16500000.0,16100000.0,17.33003662493343,16.61887093887081,0.25595238095238093,0.8269230769230769,-200000.0,-0.005952380952380952,8800000.0,0.2619047619047619,27400000.0,9400000.0,2.9148936170212765,-0.05084745762711865,0.7932308496432658,0.06278213867834054,0.08725864289555206,-0.010945203175748817,,,,,,,
ALNT,ALNT,1992,1993-06-30,,,,,28300000.0,12300000.0,6900000.0,34326925.0,34126925.0,17.158372362613466,17.351440589618992,0.24381625441696114,0.5609756097560976,-3400000.0,-0.12014134275618374,10300000.0,0.36395759717314485,25500000.0,7400000.0,3.445945945945946,-0.15773809523809523,-0.6931468805599603,0.08501351309725655,0.6586254713564698,-0.0023831232128012055,,,,,,,
ALNT,ALNT,1993,1994-06-30,,,,,24400000.0,16600000.0,2300000.0,19642857.0,16242857.0,17.01009369026343,16.79322431874286,0.0942622950819672,0.13855421686746988,-5200000.0,-0.21311475409836064,7500000.0,0.3073770491803279,20200000.0,5500000.0,3.672727272727273,-0.13780918727915195,0.37469375625960133,0.06186811188690377,-0.8315506925016829,-0.050622267996455056,,,,,,,
ALNT,ALNT,1994,1995-06-30,,,,,23300000.0,15900000.0,2100000.0,29500000.0,24300000.0,16.963963918535928,17.19990082131005,0.09012875536480687,0.1320754716981132,-3800000.0,-0.1630901287553648,5900000.0,0.2532188841201717,20200000.0,5300000.0,3.811320754716981,-0.045081967213114756,-0.4519851237430572,0.05002394000449291,-0.9689161387517238,0.006156649812379209,,,,,,,
ALNT,ALNT,1995,1996-06-30,,,,,21100000.0,14300000.0,1800000.0,16610525.0,12810525.0,16.864783598446294,16.625547088555354,0.08530805687203792,0.1258741258741259,-3400000.0,-0.16113744075829384,5200000.0,0.24644549763033174,18500000.0,5100000.0,3.627450980392157,-0.0944206008583691,0.389464637729457,0.0582232432110113,0.3337853927701158,0.034287495723878396,,,,,,,
ALNT,ALNT,1996,1997-06-30,,,,,20000000.0,13000000.0,1800000.0,25000000.0,21600000.0,16.811242831518264,17.034386382832476,0.09,0.13846153846153847,-1600000.0,-0.08,3400000.0,0.17,17500000.0,6900000.0,2.536231884057971,-0.052132701421800945,-0.2468603629315308,0.050357909801391355,0.2198274542555773,-0.045732659757225305,,,,,,,
ALNT,ALNT,1997,1998-06-30,,,,,17800000.0,11100000.0,4700000.0,19918180.0,18318180.0,16.694709015262312,16.8071434404848,0.2640449438202247,0.42342342342342343,1300000.0,0.07303370786516854,3400000.0,0.19101123595505617,15400000.0,5500000.0,2.8,-0.11,-0.32850390697202325,0.053325513874763426,0.3407143375431541,-0.0021297471543314165,,,,,,,
ALNT,ALNT,1998,1999-06-30,,,,,15600000.0,9400000.0,1200000.0,14458500.0,15758500.0,16.562781472219765,16.48679303487427,0.07692307692307693,0.1276595744680851,-500000.0,-0.03205128205128205,1700000.0,0.10897435897435898,13200000.0,5000000.0,2.64,-0.12359550561797752,-0.182321556793955,0.10858567082003891,0.12926208286170793,0.05401037704794432,,,,,,,
ALNT,ALNT,1999,2000-06-30,,,,,16900000.0,9300000.0,1400000.0,12078060.0,10978060.0,16.642824179893303,16.30690114154753,0.08284023668639054,0.15053763440860216,-300000.0,-0.01775147928994083,1700000.0,0.10059171597633136,14300000.0,7600000.0,1.881578947368421,0.08333333333333333,1.0531498215680923,0.10989188154001121,0.9670856942048348,0.018666611699669985,,,,,,,
ALNT,ALNT,2000,2001-06-30,,,,,20809000.0,11887000.0,509000.0,35031870.0,33649870.0,16.850896143394916,17.371768776563588,0.024460569945696575,0.04281988727180954,-1033000.0,-0.04964198183478303,1542000.0,0.0741025517804796,17226000.0,8922000.0,1.9307330195023538,0.231301775147929,-0.3483067883858584,0.0628315126349973,1.2239248953996837,0.07504316895606941,,,,,,,
ALNT,ALNT,2001,2002-06-30,,,,,,,,25273125.0,23915125.0,,17.045252136142782,,,,,,,,,,,-0.3646429135879292,0.03861354590255563,0.5296701539041724,-0.0061494364327189435,,,,,,,
ALNT,ALNT,2002,2002-12-31,,,,,28348000.0,14977000.0,4133000.0,12712140.0,14890140.0,17.160067038912285,16.358068000353903,0.14579511782136306,0.27595646658209255,2178000.0,0.07683081698885283,1955000.0,0.06896430083251023,14176000.0,10318000.0,1.3739096724171351,,-0.48681074756211684,0.029338937429029148,0.0687472181538172,0.005196336288130018,,,,,,,
ALNT,ALNT,2003,2003-12-31,,,,,27497000.0,16059000.0,2312000.0,29032875.0,29384875.0,17.12958746577686,17.18393936657766,0.0840818998436193,0.14396911389252132,352000.0,0.012801396515983561,1960000.0,0.07128050332763575,13637000.0,7701000.0,1.770808985845994,-0.030019754480033866,0.7976598792954324,0.05779491033406642,-0.06959466898427727,0.002384278547432528,,,,,,,
ALNT,ALNT,2004,2004-12-31,,,,,54820000.0,24360000.0,14407000.0,60442230.0,74393230.0,17.819565648838914,17.91719859078347,0.26280554542137907,0.5914203612479475,13951000.0,0.25448741335279096,456000.0,0.008318132068588106,20895000.0,17759000.0,1.1765865195112337,0.9936720369494854,0.6082086017918292,0.041310625869091934,0.4167743211892954,-0.0026579869035482993,,,,,,,
ALNT,ALNT,2005,2005-12-31,,,,,53337000.0,25807000.0,12081000.0,39062475.0,50519475.0,17.79214083216682,17.48067284546069,0.22650317790651892,0.4681288022629519,11457000.0,0.21480398222622193,624000.0,0.01169919568029698,20875000.0,17419000.0,1.1984040415638095,-0.02705217074060562,-0.5489319918622892,0.03212036780652014,0.6176559164043098,-0.027302625593834885,,,,,,,
ALNT,ALNT,2006,2006-12-31,,,,,53624000.0,29522000.0,9829000.0,66570300.0,75730300.0,17.79750728701993,18.013769090101206,0.18329479337610025,0.3329381478219633,9160000.0,0.17081903625242428,669000.0,0.012475757123675966,23098000.0,19297000.0,1.1969736228429289,0.005380880064495566,0.5040437238714588,0.04157999610188762,0.1945745891566001,0.024556339559821064,,,,,,,
ALNT,ALNT,2007,2007-12-31,,,,,51507000.0,33997000.0,4422000.0,46697625.0,50585625.0,17.75722827872746,17.659203864814838,0.08585240841050731,0.13007030032061653,3888000.0,0.07548488554953696,534000.0,0.010367522860970353,23652000.0,11256000.0,2.101279317697228,-0.03947859167536924,-0.3116269626090944,0.0319653490335542,0.2898222322734289,0.0045661651752068955,,,,,,,
ALNT,ALNT,2008,2008-12-31,,,,,52780000.0,36856000.0,2800000.0,21804000.0,20408000.0,17.781642889039453,16.897603997166307,0.05305039787798409,0.07597134794877361,-1396000.0,-0.026449412656309207,4196000.0,0.0794998105342933,26675000.0,10515000.0,2.5368521160247264,0.0247150872696915,-0.8440030705750341,0.050495315757965856,0.549955798243873,0.07823414441057297,,,,,,,
ALNT,ALNT,2009,2009-12-31,,,,,34753000.0,25022000.0,600000.0,28143750.0,24273750.0,17.363776457184027,17.15283586303202,0.01726469657295773,0.02397889856925905,-3870000.0,-0.11135729289557736,4470000.0,0.1286219894685351,21158000.0,7137000.0,2.9645509317640464,-0.341549829480864,0.22318855142671784,0.06376298058273594,0.5888186953374345,0.01476514970633764,,,,,,,
ALNT,ALNT,2010,2010-12-31,,,,,51006000.0,29944000.0,795000.0,81435120.0,78677120.0,17.747453830827553,18.21531718755659,0.015586401599811787,0.026549559177130644,-2758000.0,-0.0540720699525546,3553000.0,0.06965847155236639,28910000.0,15153000.0,1.9078730284432126,0.46767185566713665,1.0123151876865473,0.04245025085307616,0.2605092157223226,0.012366371425304834,,,,,,,
ALNT,ALNT,2011,2011-12-31,0.0266,336636.3,,,58687000.0,36322000.0,157000.0,71377020.0,62379020.0,17.887728795194654,18.083486526765896,0.002675209160461431,0.004322449204338968,-8998000.0,-0.1533218600371462,9155000.0,0.15599706919760764,38408000.0,16140000.0,2.3796778190830237,0.15059012665176646,-0.19874185385073773,0.030598964952454403,0.36395026489188503,0.012284937608555736,,,,,,,
ALNT,ALNT,2012,2012-12-31,0.0668,864826.2,0.0266,,60967000.0,42152000.0,397000.0,85446900.0,76115900.0,17.9258432921466,18.26340568834234,0.006511719454787016,0.009418295691782121,-9331000.0,-0.1530500106615054,9728000.0,0.15956173011629243,38029000.0,12071000.0,3.150443211001574,0.03885017124746537,0.2288415724288475,0.02528844555838563,0.032401169559630516,-0.012322497289746097,,,,,,,
ALNT,ALNT,2013,2013-12-31,0.0668,910918.2,0.0668,0.0266,170977000.0,48003000.0,87645000.0,169774425.0,247248425.0,18.95703960249663,18.949981202122878,0.5126128075706089,1.8258233860383726,77474000.0,0.4531252741596823,10171000.0,0.059487533410926614,67287000.0,42250000.0,1.5925917159763314,1.8044187839322912,0.6346509738783368,0.02212376008852467,0.3217843163816478,-0.017612901912262054,,,,,,,
ALNT,ALNT,2014,2014-12-31,0.0668,923142.6,0.0668,0.0668,165640000.0,55951000.0,74848000.0,327383955.0,389118955.0,18.925327316641642,19.60664421436993,0.4518715286162763,1.337741952780111,61735000.0,0.3727058681477904,13113000.0,0.07916566046848587,70784000.0,35956000.0,1.9686283235065078,-0.031214724787544522,0.6433302846625621,0.03415308905338155,1.0277423198951454,0.03907342916062969,,,,,,,
ALNT,ALNT,2015,2015-12-31,0.0668,924645.5332,0.0668,0.0668,162147000.0,64597000.0,67378000.0,362383533.0,408483533.0,18.904013889158843,19.708213692359006,0.41553651933122415,1.0430515349010017,46100000.0,0.2843099163105084,21278000.0,0.13122660302071576,73912000.0,33981000.0,2.175097848797858,-0.021087901473074138,0.09994294305180018,0.04017047884558166,1.211797862746994,0.047136530024385385,,,,,,,
ALNT,ALNT,2016,2016-12-31,0.0668,902902.1331999999,0.0668,0.0668,179919000.0,72286000.0,71419000.0,289117913.0,345053913.0,19.0080173075741,19.482345166326134,0.3969508501047694,0.9880059762609634,55936000.0,0.3108954585118859,15483000.0,0.08605539159288346,75805000.0,24818000.0,3.0544362962366023,0.10960424799718774,-0.2020703275307647,0.03130490622558416,1.6525329895827565,-0.008635564439558544,,,,,,,
ALNT,ALNT,2017,2017-12-31,0.0668,917130.5332,0.0668,0.0668,187922000.0,87347000.0,53155000.0,454309121.0,491874121.0,19.051537541085033,19.934288407569692,0.2828567171486042,0.6085498070912567,37565000.0,0.1998967656793776,15590000.0,0.08295995146922659,83440000.0,30082000.0,2.7737517452297054,0.04448112761853945,0.4293194502052784,0.026561791088082785,1.9472593933763171,0.009035461466062043,,,,,,,
ALNT,ALNT,2018,2018-12-31,0.0767,1065938.1733000001,0.0668,0.0668,285301000.0,101813000.0,122516000.0,621079230.0,734922230.0,19.469055321259955,20.2469692163006,0.4294271663961921,1.203343384440101,113843000.0,0.3990276935587327,8673000.0,0.030399472837459383,110894000.0,44589000.0,2.4870259481037924,0.5181883973137791,0.29930791860938344,0.02597308197819904,0.8487063649319204,0.013748411550003416,,,,,,,
ALNT,ALNT,2019,2019-12-31,0.08,1127759.92,0.0767,0.0668,305828000.0,119194000.0,126683000.0,683704451.0,796971451.0,19.538533410380737,20.34303629302811,0.41422956694612656,1.0628303438092521,113267000.0,0.370361771976405,13416000.0,0.04386779496972154,115643000.0,46641000.0,2.47942797109839,0.07194857361172936,0.08181412288886447,0.023480082412168826,1.349463869533393,0.03214763538044684,,,,,,,
ALNT,ALNT,2020,2020-12-31,0.08,1139399.92,0.08,0.0767,349197000.0,143056000.0,139720000.0,727791698.0,844380698.0,19.671146790827525,20.405525436097335,0.40011798497696144,0.9766804607985684,116589000.0,0.3338774388096118,23131000.0,0.06624054616734966,142214000.0,52530000.0,2.707291071768513,0.14180846750461043,0.07284631289450383,0.04675095113126323,1.4269272814971605,0.1016841361778112,,,,,,,
ALNT,ALNT,2021,2021-12-31,0.095,1369235.0,0.08,0.08,470785000.0,187762000.0,176284000.0,525930370.0,679751370.0,19.969912072180133,20.080679385513594,0.3744469343755642,0.9388694197974031,153821000.0,0.32673300976029396,22463000.0,0.04771392461527024,175957000.0,78370000.0,2.2452086257496493,0.34819314026180065,0.06871788287375935,0.026140562799485654,1.5360094590503341,0.015909187980424285,,,,,,,
ALNT,ALNT,2022,2022-12-31,0.1,1544800.0,0.095,0.08,588347000.0,215465000.0,258850000.0,537744880.0,765980880.0,20.19282746785552,20.102894804913834,0.43996145132039427,1.201355208502541,228236000.0,0.38792753256156653,30614000.0,0.0520339187588277,236007000.0,87588000.0,2.6945129469790383,0.24971483798336822,-0.013128042424613184,0.030084999754456474,1.1169877352139825,-0.018227579779670582,63.01,56.29,65.56,67.19,B,25 out of 73,
ALNT,ALNT,2023,2023-12-31,0.11499999999999999,1835744.9999999998,0.1,0.095,597542000.0,251575000.0,243488000.0,482242230.0,693829230.0,20.20833513218654,19.993957097645197,0.40748265393897,0.9678545165457617,211587000.0,0.35409561168922016,31901000.0,0.05338704224974981,248151000.0,95617000.0,2.595260257067258,0.015628532141746282,-0.12930200455612306,0.026978328895432065,1.149074358922328,0.11383658169033127,67.65,67.99,63.78,71.17,,,4.640000000000008
ALNT,ALNT,2024,2024-12-31,0.06,991740.0,0.11499999999999999,0.1,575781000.0,264854000.0,249130000.0,401324120.0,614352120.0,20.171237938029318,19.810279938090787,0.4326818703639057,0.9406314422285486,213028000.0,0.36998094761723643,36102000.0,0.0627009227466693,237580000.0,57377000.0,4.140683549157328,-0.036417523789122774,-0.08862320195835105,0.029405362093621833,0.2501702452295189,0.045681930771409654,62.84,56.75,65.03,66.74,B,,-4.810000000000002
ALRS,ALRS,2008,2008-12-31,0.25,3289250.0,,,761006000.0,82485000.0,30572000.0,101308900.0,131880900.0,20.45015180015756,18.433684823207614,0.040173139239375245,0.37063708553070257,30572000.0,0.040173139239375245,0.0,0.0,26288000.0,425430000.0,0.06179159908798157,,-0.33739946102808505,0.030094737593959538,-0.07434215680076056,7.482957175531948e-05,,,,,,,
ALRS,ALRS,2009,2009-12-31,0.28,3677114.2800000003,0.25,,1126846000.0,88342000.0,45079000.0,94160390.0,139239390.0,20.84268841670441,18.36051016279387,0.04000457915278574,0.5102782368522334,45079000.0,0.04000457915278574,0.0,0.0,98256000.0,675639000.0,0.14542677376528,0.4807320835840979,-0.0715471167333519,0.01833200611406836,-0.018568778319776512,0.001865793016469749,,,,,,,
